Calories,Activity,Id,ActivityDay,,,
1373,16-04-2016,2026352035,4/16/2016,4,,
1214,17-04-2016,2026352035,4/17/2016,4,,
1419,18-04-2016,2026352035,4/18/2016,4,,
1356,19-04-2016,2026352035,4/19/2016,4,,
1667,20-04-2016,2026352035,4/20/2016,4,,
1370,21-04-2016,2026352035,4/21/2016,4,,
1399,22-04-2016,2026352035,4/22/2016,4,,
1916,23-04-2016,2026352035,4/23/2016,4,,
1401,24-04-2016,2026352035,4/24/2016,4,,
1576,25-04-2016,2026352035,4/25/2016,4,,
1595,26-04-2016,2026352035,4/26/2016,4,,
1593,27-04-2016,2026352035,4/27/2016,4,,
1649,28-04-2016,2026352035,4/28/2016,4,,
1692,29-04-2016,2026352035,4/29/2016,4,,
1506,30-04-2016,2026352035,4/30/2016,4,,
1447,05-01-2016,2026352035,05-01-2016,1,,
1690,05-02-2016,2026352035,05-02-2016,2,,
1604,05-03-2016,2026352035,05-03-2016,3,,
1658,05-04-2016,2026352035,05-04-2016,4,,
1926,05-05-2016,2026352035,05-05-2016,5,,
1736,05-06-2016,2026352035,05-06-2016,6,,
1491,05-07-2016,2026352035,05-07-2016,7,,
1555,05-08-2016,2026352035,05-08-2016,8,,
1869,05-09-2016,2026352035,05-09-2016,9,,
1141,05-10-2016,2026352035,05-10-2016,10,,
1698,05-11-2016,2026352035,05-11-2016,11,,
1364,05-12-2016,2026352035,05-12-2016,12,,
2124,04-12-2016,2320127002,04-12-2016,12,,
2003,13-04-2016,2320127002,4/13/2016,4,,
1696,14-04-2016,2320127002,4/14/2016,4,,
1801,15-04-2016,2320127002,4/15/2016,4,,
1724,16-04-2016,2320127002,4/16/2016,4,,
1852,17-04-2016,2320127002,4/17/2016,4,,
1905,18-04-2016,2320127002,4/18/2016,4,,
1811,19-04-2016,2320127002,4/19/2016,4,,
1922,20-04-2016,2320127002,4/20/2016,4,,
1610,21-04-2016,2320127002,4/21/2016,4,,
1851,22-04-2016,2320127002,4/22/2016,4,,
1804,23-04-2016,2320127002,4/23/2016,4,,
1725,24-04-2016,2320127002,4/24/2016,4,,
1654,25-04-2016,2320127002,4/25/2016,4,,
1632,26-04-2016,2320127002,4/26/2016,4,,
1481,27-04-2016,2320127002,4/27/2016,4,,
1473,28-04-2016,2320127002,4/28/2016,4,,
1410,29-04-2016,2320127002,4/29/2016,4,,
1779,30-04-2016,2320127002,4/30/2016,4,,
1403,05-01-2016,2320127002,05-01-2016,1,,
1613,05-02-2016,2320127002,05-02-2016,2,,
1878,05-03-2016,2320127002,05-03-2016,3,,
1426,05-04-2016,2320127002,05-04-2016,4,,
1780,05-05-2016,2320127002,05-05-2016,5,,
1742,05-06-2016,2320127002,05-06-2016,6,,
1972,05-07-2016,2320127002,05-07-2016,7,,
1821,05-08-2016,2320127002,05-08-2016,8,,
1630,05-09-2016,2320127002,05-09-2016,9,,
1899,05-10-2016,2320127002,05-10-2016,10,,
1903,05-11-2016,2320127002,05-11-2016,11,,
1125,05-12-2016,2320127002,05-12-2016,12,,
2344,04-12-2016,2347167796,04-12-2016,12,,
2038,13-04-2016,2347167796,4/13/2016,4,,
2010,14-04-2016,2347167796,4/14/2016,4,,
2133,15-04-2016,2347167796,4/15/2016,4,,
2670,16-04-2016,2347167796,4/16/2016,4,,
1882,17-04-2016,2347167796,4/17/2016,4,,
1944,18-04-2016,2347167796,4/18/2016,4,,
2346,19-04-2016,2347167796,4/19/2016,4,,
2198,20-04-2016,2347167796,4/20/2016,4,,
2048,21-04-2016,2347167796,4/21/2016,4,,
1946,22-04-2016,2347167796,4/22/2016,4,,
2629,23-04-2016,2347167796,4/23/2016,4,,
2187,24-04-2016,2347167796,4/24/2016,4,,
2095,25-04-2016,2347167796,4/25/2016,4,,
1861,26-04-2016,2347167796,4/26/2016,4,,
2194,27-04-2016,2347167796,4/27/2016,4,,
1854,28-04-2016,2347167796,4/28/2016,4,,
403,29-04-2016,2347167796,4/29/2016,4,,
1982,04-12-2016,2873212765,04-12-2016,12,,
2004,13-04-2016,2873212765,4/13/2016,4,,
1893,14-04-2016,2873212765,4/14/2016,4,,
2063,15-04-2016,2873212765,4/15/2016,4,,
2148,16-04-2016,2873212765,4/16/2016,4,,
1529,17-04-2016,2873212765,4/17/2016,4,,
1890,18-04-2016,2873212765,4/18/2016,4,,
1956,19-04-2016,2873212765,4/19/2016,4,,
2094,20-04-2016,2873212765,4/20/2016,4,,
1970,21-04-2016,2873212765,4/21/2016,4,,
2241,22-04-2016,2873212765,4/22/2016,4,,
2021,23-04-2016,2873212765,4/23/2016,4,,
1898,24-04-2016,2873212765,4/24/2016,4,,
1907,25-04-2016,2873212765,4/25/2016,4,,
1882,26-04-2016,2873212765,4/26/2016,4,,
1966,27-04-2016,2873212765,4/27/2016,4,,
1835,28-04-2016,2873212765,4/28/2016,4,,
1780,29-04-2016,2873212765,4/29/2016,4,,
1830,30-04-2016,2873212765,4/30/2016,4,,
1739,05-01-2016,2873212765,05-01-2016,1,,
1878,05-02-2016,2873212765,05-02-2016,2,,
1906,05-03-2016,2873212765,05-03-2016,3,,
2015,05-04-2016,2873212765,05-04-2016,4,,
1971,05-05-2016,2873212765,05-05-2016,5,,
1910,05-06-2016,2873212765,05-06-2016,6,,
1897,05-07-2016,2873212765,05-07-2016,7,,
2096,05-08-2016,2873212765,05-08-2016,8,,
1906,05-09-2016,2873212765,05-09-2016,9,,
1962,05-10-2016,2873212765,05-10-2016,10,,
1826,05-11-2016,2873212765,05-11-2016,11,,
1431,05-12-2016,2873212765,05-12-2016,12,,
1788,04-12-2016,3372868164,04-12-2016,12,,
2093,13-04-2016,3372868164,4/13/2016,4,,
2065,14-04-2016,3372868164,4/14/2016,4,,
1908,15-04-2016,3372868164,4/15/2016,4,,
1908,16-04-2016,3372868164,4/16/2016,4,,
1964,17-04-2016,3372868164,4/17/2016,4,,
2014,18-04-2016,3372868164,4/18/2016,4,,
1985,19-04-2016,3372868164,4/19/2016,4,,
1867,20-04-2016,3372868164,4/20/2016,4,,
2124,21-04-2016,3372868164,4/21/2016,4,,
1669,22-04-2016,3372868164,4/22/2016,4,,
1995,23-04-2016,3372868164,4/23/2016,4,,
1921,24-04-2016,3372868164,4/24/2016,4,,
2010,25-04-2016,3372868164,4/25/2016,4,,
2057,26-04-2016,3372868164,4/26/2016,4,,
2095,27-04-2016,3372868164,4/27/2016,4,,
1972,28-04-2016,3372868164,4/28/2016,4,,
2044,29-04-2016,3372868164,4/29/2016,4,,
1946,30-04-2016,3372868164,4/30/2016,4,,
1237,05-01-2016,3372868164,05-01-2016,1,,
1450,04-12-2016,3977333714,04-12-2016,12,,
1495,13-04-2016,3977333714,4/13/2016,4,,
1433,14-04-2016,3977333714,4/14/2016,4,,
1468,15-04-2016,3977333714,4/15/2016,4,,
1625,16-04-2016,3977333714,4/16/2016,4,,
1529,17-04-2016,3977333714,4/17/2016,4,,
1584,18-04-2016,3977333714,4/18/2016,4,,
1638,19-04-2016,3977333714,4/19/2016,4,,
1554,20-04-2016,3977333714,4/20/2016,4,,
1397,21-04-2016,3977333714,4/21/2016,4,,
1481,22-04-2016,3977333714,4/22/2016,4,,
1638,23-04-2016,3977333714,4/23/2016,4,,
1655,24-04-2016,3977333714,4/24/2016,4,,
1570,25-04-2016,3977333714,4/25/2016,4,,
1551,26-04-2016,3977333714,4/26/2016,4,,
1377,27-04-2016,3977333714,4/27/2016,4,,
1407,28-04-2016,3977333714,4/28/2016,4,,
1545,29-04-2016,3977333714,4/29/2016,4,,
1650,30-04-2016,3977333714,4/30/2016,4,,
1501,05-01-2016,3977333714,05-01-2016,1,,
1760,05-02-2016,3977333714,05-02-2016,2,,
1710,05-03-2016,3977333714,05-03-2016,3,,
1628,05-04-2016,3977333714,05-04-2016,4,,
1618,05-05-2016,3977333714,05-05-2016,5,,
1590,05-06-2016,3977333714,05-06-2016,6,,
1574,05-07-2016,3977333714,05-07-2016,7,,
1633,05-08-2016,3977333714,05-08-2016,8,,
1667,05-09-2016,3977333714,05-09-2016,9,,
1630,05-10-2016,3977333714,05-10-2016,10,,
52,05-11-2016,3977333714,05-11-2016,11,,
3654,04-12-2016,4020332650,04-12-2016,12,,
1981,13-04-2016,4020332650,4/13/2016,4,,
2011,14-04-2016,4020332650,4/14/2016,4,,
2951,15-04-2016,4020332650,4/15/2016,4,,
3051,16-04-2016,4020332650,4/16/2016,4,,
1990,17-04-2016,4020332650,4/17/2016,4,,
1995,18-04-2016,4020332650,4/18/2016,4,,
1980,19-04-2016,4020332650,4/19/2016,4,,
1980,20-04-2016,4020332650,4/20/2016,4,,
1980,21-04-2016,4020332650,4/21/2016,4,,
1980,22-04-2016,4020332650,4/22/2016,4,,
1980,23-04-2016,4020332650,4/23/2016,4,,
1980,24-04-2016,4020332650,4/24/2016,4,,
1980,25-04-2016,4020332650,4/25/2016,4,,
1980,26-04-2016,4020332650,4/26/2016,4,,
1980,27-04-2016,4020332650,4/27/2016,4,,
1980,28-04-2016,4020332650,4/28/2016,4,,
1980,29-04-2016,4020332650,4/29/2016,4,,
1980,30-04-2016,4020332650,4/30/2016,4,,
1980,05-01-2016,4020332650,05-01-2016,1,,
2207,05-02-2016,4020332650,05-02-2016,2,,
2828,05-03-2016,4020332650,05-03-2016,3,,
3879,05-04-2016,4020332650,05-04-2016,4,,
3429,05-05-2016,4020332650,05-05-2016,5,,
2704,05-06-2016,4020332650,05-06-2016,6,,
2975,05-07-2016,4020332650,05-07-2016,7,,
3089,05-08-2016,4020332650,05-08-2016,8,,
2785,05-09-2016,4020332650,05-09-2016,9,,
2926,05-10-2016,4020332650,05-10-2016,10,,
2645,05-11-2016,4020332650,05-11-2016,11,,
1120,05-12-2016,4020332650,05-12-2016,12,,
2286,04-12-2016,4057192912,04-12-2016,12,,
2306,13-04-2016,4057192912,4/13/2016,4,,
1776,14-04-2016,4057192912,4/14/2016,4,,
1527,15-04-2016,4057192912,4/15/2016,4,,
2115,04-12-2016,4319703577,04-12-2016,12,,
2135,13-04-2016,4319703577,4/13/2016,4,,
2302,14-04-2016,4319703577,4/14/2016,4,,
1985,15-04-2016,4319703577,4/15/2016,4,,
1884,16-04-2016,4319703577,4/16/2016,4,,
1464,17-04-2016,4319703577,4/17/2016,4,,
1632,18-04-2016,4319703577,4/18/2016,4,,
2200,19-04-2016,4319703577,4/19/2016,4,,
2220,20-04-2016,4319703577,4/20/2016,4,,
1792,21-04-2016,4319703577,4/21/2016,4,,
1886,22-04-2016,4319703577,4/22/2016,4,,
1945,23-04-2016,4319703577,4/23/2016,4,,
1880,24-04-2016,4319703577,4/24/2016,4,,
2314,25-04-2016,4319703577,4/25/2016,4,,
2236,26-04-2016,4319703577,4/26/2016,4,,
2324,27-04-2016,4319703577,4/27/2016,4,,
2367,28-04-2016,4319703577,4/28/2016,4,,
2175,29-04-2016,4319703577,4/29/2016,4,,
2092,30-04-2016,4319703577,4/30/2016,4,,
1593,05-01-2016,4319703577,05-01-2016,1,,
2270,05-02-2016,4319703577,05-02-2016,2,,
2235,05-03-2016,4319703577,05-03-2016,3,,
2282,05-04-2016,4319703577,05-04-2016,4,,
2530,05-05-2016,4319703577,05-05-2016,5,,
2266,05-06-2016,4319703577,05-06-2016,6,,
2158,05-07-2016,4319703577,05-07-2016,7,,
1792,05-08-2016,4319703577,05-08-2016,8,,
2345,05-09-2016,4319703577,05-09-2016,9,,
2260,05-10-2016,4319703577,05-10-2016,10,,
2232,05-11-2016,4319703577,05-11-2016,11,,
257,05-12-2016,4319703577,05-12-2016,12,,
2955,04-12-2016,4388161847,04-12-2016,12,,
3092,13-04-2016,4388161847,4/13/2016,4,,
2998,14-04-2016,4388161847,4/14/2016,4,,
3066,15-04-2016,4388161847,4/15/2016,4,,
3073,16-04-2016,4388161847,4/16/2016,4,,
2572,17-04-2016,4388161847,4/17/2016,4,,
3274,18-04-2016,4388161847,4/18/2016,4,,
3015,19-04-2016,4388161847,4/19/2016,4,,
3083,20-04-2016,4388161847,4/20/2016,4,,
3069,21-04-2016,4388161847,4/21/2016,4,,
3544,22-04-2016,4388161847,4/22/2016,4,,
3306,23-04-2016,4388161847,4/23/2016,4,,
2885,24-04-2016,4388161847,4/24/2016,4,,
3288,25-04-2016,4388161847,4/25/2016,4,,
2929,26-04-2016,4388161847,4/26/2016,4,,
3074,27-04-2016,4388161847,4/27/2016,4,,
2969,28-04-2016,4388161847,4/28/2016,4,,
2979,29-04-2016,4388161847,4/29/2016,4,,
3283,30-04-2016,4388161847,4/30/2016,4,,
2926,05-01-2016,4388161847,05-01-2016,1,,
3147,05-02-2016,4388161847,05-02-2016,2,,
3290,05-03-2016,4388161847,05-03-2016,3,,
3162,05-04-2016,4388161847,05-04-2016,4,,
2899,05-05-2016,4388161847,05-05-2016,5,,
3425,05-06-2016,4388161847,05-06-2016,6,,
4022,05-07-2016,4388161847,05-07-2016,7,,
3934,05-08-2016,4388161847,05-08-2016,8,,
3013,05-09-2016,4388161847,05-09-2016,9,,
3061,05-10-2016,4388161847,05-10-2016,10,,
2954,05-11-2016,4388161847,05-11-2016,11,,
1623,05-12-2016,4388161847,05-12-2016,12,,
2113,04-12-2016,4445114986,04-12-2016,12,,
2095,13-04-2016,4445114986,4/13/2016,4,,
2194,14-04-2016,4445114986,4/14/2016,4,,
2496,15-04-2016,4445114986,4/15/2016,4,,
2180,16-04-2016,4445114986,4/16/2016,4,,
1933,17-04-2016,4445114986,4/17/2016,4,,
2248,18-04-2016,4445114986,4/18/2016,4,,
1954,19-04-2016,4445114986,4/19/2016,4,,
1974,20-04-2016,4445114986,4/20/2016,4,,
2150,21-04-2016,4445114986,4/21/2016,4,,
2432,22-04-2016,4445114986,4/22/2016,4,,
2149,23-04-2016,4445114986,4/23/2016,4,,
2247,24-04-2016,4445114986,4/24/2016,4,,
2070,25-04-2016,4445114986,4/25/2016,4,,
2291,26-04-2016,4445114986,4/26/2016,4,,
2361,27-04-2016,4445114986,4/27/2016,4,,
2203,28-04-2016,4445114986,4/28/2016,4,,
2196,29-04-2016,4445114986,4/29/2016,4,,
2363,30-04-2016,4445114986,4/30/2016,4,,
2246,05-01-2016,4445114986,05-01-2016,1,,
2336,05-02-2016,4445114986,05-02-2016,2,,
2421,05-03-2016,4445114986,05-03-2016,3,,
2070,05-04-2016,4445114986,05-04-2016,4,,
2120,05-05-2016,4445114986,05-05-2016,5,,
2211,05-06-2016,4445114986,05-06-2016,6,,
2123,05-07-2016,4445114986,05-07-2016,7,,
2423,05-08-2016,4445114986,05-08-2016,8,,
2281,05-09-2016,4445114986,05-09-2016,9,,
2181,05-10-2016,4445114986,05-10-2016,10,,
2499,05-11-2016,4445114986,05-11-2016,11,,
1212,05-12-2016,4445114986,05-12-2016,12,,
1909,04-12-2016,4558609924,04-12-2016,12,,
1722,13-04-2016,4558609924,4/13/2016,4,,
1922,14-04-2016,4558609924,4/14/2016,4,,
2121,15-04-2016,4558609924,4/15/2016,4,,
1997,16-04-2016,4558609924,4/16/2016,4,,
2117,17-04-2016,4558609924,4/17/2016,4,,
2116,18-04-2016,4558609924,4/18/2016,4,,
1876,19-04-2016,4558609924,4/19/2016,4,,
1788,20-04-2016,4558609924,4/20/2016,4,,
2486,21-04-2016,4558609924,4/21/2016,4,,
2094,22-04-2016,4558609924,4/22/2016,4,,
2085,23-04-2016,4558609924,4/23/2016,4,,
2173,24-04-2016,4558609924,4/24/2016,4,,
2225,25-04-2016,4558609924,4/25/2016,4,,
2223,26-04-2016,4558609924,4/26/2016,4,,
2098,27-04-2016,4558609924,4/27/2016,4,,
2185,28-04-2016,4558609924,4/28/2016,4,,
1918,29-04-2016,4558609924,4/29/2016,4,,
2105,30-04-2016,4558609924,4/30/2016,4,,
1692,05-01-2016,4558609924,05-01-2016,1,,
2066,05-02-2016,4558609924,05-02-2016,2,,
1953,05-03-2016,4558609924,05-03-2016,3,,
1842,05-04-2016,4558609924,05-04-2016,4,,
2262,05-05-2016,4558609924,05-05-2016,5,,
1722,05-06-2016,4558609924,05-06-2016,6,,
1973,05-07-2016,4558609924,05-07-2016,7,,
2666,05-08-2016,4558609924,05-08-2016,8,,
2223,05-09-2016,4558609924,05-09-2016,9,,
1889,05-10-2016,4558609924,05-10-2016,10,,
2131,05-11-2016,4558609924,05-11-2016,11,,
1452,05-12-2016,4558609924,05-12-2016,12,,
2947,04-12-2016,4702921684,04-12-2016,12,,
2898,13-04-2016,4702921684,4/13/2016,4,,
2984,14-04-2016,4702921684,4/14/2016,4,,
2896,15-04-2016,4702921684,4/15/2016,4,,
3328,16-04-2016,4702921684,4/16/2016,4,,
3394,17-04-2016,4702921684,4/17/2016,4,,
3013,18-04-2016,4702921684,4/18/2016,4,,
2812,19-04-2016,4702921684,4/19/2016,4,,
3061,20-04-2016,4702921684,4/20/2016,4,,
2729,21-04-2016,4702921684,4/21/2016,4,,
2241,22-04-2016,4702921684,4/22/2016,4,,
3691,23-04-2016,4702921684,4/23/2016,4,,
3538,24-04-2016,4702921684,4/24/2016,4,,
3064,25-04-2016,4702921684,4/25/2016,4,,
2784,26-04-2016,4702921684,4/26/2016,4,,
2908,27-04-2016,4702921684,4/27/2016,4,,
3033,28-04-2016,4702921684,4/28/2016,4,,
3165,29-04-2016,4702921684,4/29/2016,4,,
3115,30-04-2016,4702921684,4/30/2016,4,,
2017,05-01-2016,4702921684,05-01-2016,1,,
2859,05-02-2016,4702921684,05-02-2016,2,,
3145,05-03-2016,4702921684,05-03-2016,3,,
3004,05-04-2016,4702921684,05-04-2016,4,,
3006,05-05-2016,4702921684,05-05-2016,5,,
2859,05-06-2016,4702921684,05-06-2016,6,,
3683,05-07-2016,4702921684,05-07-2016,7,,
3287,05-08-2016,4702921684,05-08-2016,8,,
2990,05-09-2016,4702921684,05-09-2016,9,,
3172,05-10-2016,4702921684,05-10-2016,10,,
3069,05-11-2016,4702921684,05-11-2016,11,,
1240,05-12-2016,4702921684,05-12-2016,12,,
